0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.04522324346466381,0.047619047619047616
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.1367674164964158,0.038461538461538464
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.0,0.0
0.05,14,0.022564729888420385,0.02857142857142857
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.0,0.0
0.05,18,0.0,0.0
0.05,19,0.10332881581891105,0.043478260869565216
0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.014927672168261396,0.05263157894736842
0.05,4,0.0,0.0
0.05,5,0.07463577950899587,0.03333333333333333
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.00029270978990098223,0.04
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.04968337148858592,0.07407407407407407
0.05,14,0.09933093498230505,0.0625
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.025134555575417696,0.07692307692307693
0.05,18,0.0,0.0
0.05,19,0.0,0.0
0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.0,0.0
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.024399976065541087,0.037037037037037035
0.05,13,0.07316148714026464,0.10526315789473684
0.05,14,0.03591952094553437,0.034482758620689655
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.0,0.0
0.05,18,0.0,0.0
0.05,19,0.0,0.0
0.05,0,0.0,0.0
0.05,1,0.034025923335824854,0.03333333333333333
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.0,0.0
0.05,10,0.0,0.0
0.05,11,0.06898458873104614,0.043478260869565216
0.05,12,0.0,0.0
0.05,13,0.0,0.0
0.05,14,0.0,0.0
0.05,15,0.0025548934590520016,0.043478260869565216
0.05,16,0.0,0.0
0.05,17,0.0,0.0
0.05,18,0.0,0.0
0.05,19,0.015234361217820454,0.03333333333333333
0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.01099417679925965,0.027777777777777776
0.05,9,0.0,0.0
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.05250223077464084,0.034482758620689655
0.05,14,0.08030552711749227,0.06060606060606061
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.05812267629939274,0.03571428571428571
0.05,18,0.0,0.0
0.05,19,0.0,0.0
0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.0,0.0
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.0,0.0
0.05,14,0.0,0.0
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.04260692224232589,0.037037037037037035
0.05,18,0.0,0.0
0.05,19,0.0,0.0
0.05,0,0.13625929180665844,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.16913098693829362,0.15384615384615385
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.0,0.0
0.05,14,0.0,0.0
0.05,15,0.15328246535703632,0.03333333333333333
0.05,16,0.0,0.0
0.05,17,0.0,0.0
0.05,18,0.0,0.0
0.05,19,0.033049967818866814,0.06666666666666667
0.05,0,0.41437780225572474,0.16666666666666666
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.0,0.0
0.05,4,0.0,0.0
0.05,5,0.0,0.0
0.05,6,0.0,0.0
0.05,7,0.0,0.0
0.05,8,0.0,0.0
0.05,9,0.016791004416760794,0.03333333333333333
0.05,10,0.0,0.0
0.05,11,0.0,0.0
0.05,12,0.0,0.0
0.05,13,0.0,0.0
0.05,14,0.07731041615470806,0.09090909090909091
0.05,15,0.0,0.0
0.05,16,0.0,0.0
0.05,17,0.0,0.0
0.05,18,0.0,0.0
0.05,19,0.0,0.0
0.05,0,0.0,0.0
0.05,1,0.0,0.0
0.05,2,0.0,0.0
0.05,3,0.043364427951594564,0.0625
0.05,4,0.0,0.0
0.05,5,0.0028811155784553752,0.043478260869565216
0.05,6,0.0067031653183420295,0.03125
